일자,세대명,위치,공종,부위,하자유형,미처리하자
2021-06-12 22:13:49,528동 507호,화장실,설비,,화장실 변기 앉는 곳 흔들림,-
2021-12-20 16:45:48,679동 6100호,다용도실,설비,"천장,벽","다용도실에 환기가 잘 안돼서 천장, 벽면에 곰팡이가 생김",-
2022-09-03 06:56:41,818동 2800호,,건축,,전체적으로 몰딩한 부분과 걸레받이 한 부분에 벽지가 떠 있습니다.,-
2021-10-19 13:28:23,642동 9927호,침실 발코니,건축,천장,침실 바로니 천장에 시멘트 마감이 되지 않았고 오염이 심함,-
2018-08-24 02:30:15,282동 3662호,전열교환실,전기,벽,전열교환기실 콘센트가 떨어짐,-
2021-05-01 04:09:37,776동 8361호,주방,건축,벽,주방 타일 벽 균열로 보수 받았으나 재균열 발생,-
2020-05-06 19:49:01,639동 7974호,침실,건축,벽,화장대 거울 부착상태 불량하고 오염물질 묻어있음,-
2018-01-11 02:16:24,402동 8370호,주방,설비,,주방 환기후드 기름이 떨어지고 소리가 심각,-
2019-01-23 11:47:26,203동 948호,발코니,건축,,발코니 타일 균열,-
2022-11-19 16:20:31,425동 4706호,침실,건축,벽,침실 창문 모서리 벽지 들뜸,-
2022-03-12 12:43:56,790동 959호,주방,전기,천장,주방 천장 전등이 간헐적으로 깜빡거려요.,-
2021-10-31 17:07:19,755동 4583호,화장실,설비,천장,화장실 환기구 부착상태가 불량해요.,-
2018-10-15 10:09:46,254동 8969호,침실,설비,천장,침실 감지기가 떨어졌어요.,-
2021-09-11 21:47:40,675동 3498호,침실,설비,천장,침실 에어컨 바람이 약함,-
2020-06-15 00:18:20,363동 4270호,침실,전기,벽,침실 스위치를 꺼도 불이 계속 켜져있음,-
2021-04-28 22:46:45,858동 3234호,침실 발코니,전기,천장,침실 발코니 전등에 불이 안들어옴,-
2022-01-07 07:33:19,171동 5971호,전열교환실,건축,벽,전열교환기실 벽면에 오염물질이 있고 시멘트 마감 상태가 불량함,-
2021-09-08 20:42:18,982동 5255호,드레스룸,건축,,드레스룸 문 상단부분 파손,-
2018-11-16 14:55:49,280동 8433호,주방,건축,,냉장고 수납 틀 찍히고 오염됨.,-
2020-12-08 17:54:43,170동 2938호,침실,전기,벽,침실 스위치 불량,-
2019-03-24 21:42:03,481동 6682호,주방,설비,,주방 발코니 하수구 쪽에서 냄새가 나요,-
2021-02-01 09:02:23,628동 8249호,화장실,건축,바닥,화장실 바닥 타일 검게 변색,-
2020-05-25 08:57:46,675동 2241호,화장실,설비,,화장실 변기 뚜껑 나사 빠짐,-
2020-05-25 08:57:46,675동 2241호,화장실,설비,,화장실 변기 뚜껑 나사 빠짐,-
2020-02-08 05:43:11,766동 8320호,주방,건축,,냉장고 옆 수랍장을 열을 때 뻑뻑하고 선반 시트지가 찢겨져 있어요,-
2019-06-19 21:03:39,700동 529호,침실,건축,바닥,침실 걸레받이가 제대로 고정이 안되어있어서 움직여요,-
2018-09-15 02:46:38,352동 8075호,드레스룸,건축,,드레스룹 서랍장 한 개 누락,-
2020-10-18 00:59:35,408동 3594호,다용도실,건축,,다용도실 페인트가 뜯겨짐,-
2019-06-22 22:26:57,612동 3829호,거실,건축,도배,거실 도배 부분적 들뜸 현상,-
2020-12-25 06:07:31,159동 3861호,침실 화장실,설비,,침실 화장실 비데 실금,-
2022-11-14 11:34:12,496동 1461호,거실,건축,벽,거실 아트월 맨 위 오른쪽 대리석 두 개가 금 가 있어요.,-
2021-02-23 23:07:50,774동 8468호,침실,건축,,침실 커튼 박스 부분에 도배가 제대로 되어있지 않아요.,-
2021-05-04 20:35:22,548동 2937호,화장실,설비,,화장실 수건걸이 나사 파손,-
2021-03-01 04:13:03,255동 5170호,대피공간,건축,,대피공간 방화문 문틀 부착상태 불량,-
2022-11-29 00:39:53,403동 3069호,다용도실,설비,바닥,다용도실(세탁기) 배수구 물 잘 안빠짐,-
2019-01-09 04:36:15,789동 6942호,다용도실,건축,,다용도실 결로 심함,-
2018-11-03 19:36:14,764동 9467호,침실,설비,천장,침실 에어컨에서 물이 떨어지고 냄새도 심하게 나요,-
2020-12-31 07:25:31,854동 102호,주방,건축,,주방 발코니 문이 잘 안닫히고 열려요.,-
2019-04-06 18:03:02,346동 5175호,침실,건축,천장,침실 천장에 결로 때문에 곰팡이가 피는거 같아요.,-
2019-11-30 04:27:15,502동 4280호,방,건축,천장,"입주자 사전 점검할 때 표시한 부분이 완벽히 하자 처리되지 않았고, 방마다 천장이 오염되어 있음",-
2018-04-04 04:46:44,426동 652호,침실,건축,바닥,침실 걸레받이 오염됨,-
2022-04-17 20:14:09,208동 7456호,화장실,설비,천장,화장실 환기가 불량해서 냄새가 빠지지가 않아요,-
2021-12-24 11:41:12,780동 7231호,전열교환실,건축,천장,전열교환기실 천장에 물이 맺혀있음,-
2019-04-03 20:10:01,944동 1739호,주방,건축,,"주방 창문이 잘 열리지 않고, 프레임의 오염이 심해요.",-
2021-08-06 16:04:00,253동 8277호,주방,건축,벽,주방 벽 타일 메지 탈락,-
2021-05-15 01:10:19,732동 3464호,침실,건축,,침실 창호 열리지 않음,-
2018-04-26 04:42:57,939동 5924호,화장실,설비,,화장실 샤워기 호스에서 물잠김 상태인데도 뚝뚝떨어짐,-
2021-01-06 13:54:45,914동 6125호,거실,건축,천장,거실 천장 도배 들뜸,-
2018-03-17 13:55:05,936동 2732호,다용도실,건축,,다용도실 창문에 결로현상으로 인해 창틀에 물이 맺히고 곰팡이가 생김,-
2019-04-06 18:03:02,346동 5175호,침실,건축,천장,침실 천장에 결로 때문에 곰팡이가 피는거 같아요.,-
2020-11-30 22:23:09,532동 5891호,주방,설비,,주방 씽크대 물이 밑으로 새는거 같아요.,-
2021-05-13 07:37:33,339동 5320호,주방,건축,,주방 발코니 타일이 두 세장 깨져있고 줄눈에 오염이 심해요.,-
2022-05-07 17:53:15,399동 8115호,침실,건축,바닥,침실 걸레받이 쪽 도배 마감이 제대로 되지 않아서 다 들떠있어요.,-
2018-10-10 07:07:33,814동 8387호,다용도실,건축,벽,다용도실 벽체 금이 나있음,-
2022-10-04 22:25:42,773동 2209호,침실,건축,,침실 방문 손잡이가 덜렁거려서 곧 떨어질거 같아요.,-
2020-04-01 00:13:03,308동 7635호,침실,전기,벽,침실 스위치 수평불량,-
2018-04-03 14:29:28,292동 9697호,주방,건축,,주방 아일랜드식탁 상판균열,-
2020-07-11 12:31:36,202동 4822호,주방,건축,천장,주방 천장벽지 들뜸 하자보수 하였으나 여전히 들떠있음,-
2020-03-18 21:43:53,784동 6340호,침실,건축,벽,침실 창문 위 곰팡이 생김,-
2022-11-14 11:34:12,496동 1461호,거실,건축,벽,거실 아트월 맨 위 오른쪽 대리석 두 개가 금 가 있어요.,-
2019-04-25 23:42:50,558동 4569호,전열교환실,건축,바닥,전열교환기실 바닥 타일이 깨져있고 줄눈 마무리가 제대로 안되어있음,-
2021-10-01 10:52:36,457동 3004호,거실,전기,벽,인터폰하면 가끔 안 뜸,-
2021-08-16 15:29:30,891동 1805호,거실,건축,바닥,거실 바닥 실리콘 마감 불량,-
2019-08-15 23:36:55,694동 864호,침실,건축,,침실 방충망이 중간에 찢어져 있어요.,-
2021-05-14 23:50:08,795동 6433호,화장실,설비,,화장실 샤워기 분무 기능이 되지 않아요.,-
2018-04-07 03:43:52,621동 8120호,현관,건축,,현관 대리석 줄눈 오염,-
2022-11-23 07:27:04,759동 214호,현관,건축,,현관 신발장 우측 문 안닫힘,-
2020-02-24 13:22:40,882동 270호,침실,건축,,침실 화장대 대리석 균열,-
2019-08-17 07:54:53,976동 2421호,침실,건축,,침실 손잡이 열쇠로 개폐안됨,-
2021-06-28 08:44:52,920동 2294호,주방,설비,,환기후드 환기가 잘 안됨,-
2020-05-23 02:07:42,736동 1399호,침실,전기,벽,침실 콘센트에 오염이 심해서 교체가 필요합니다.,-
2020-08-03 22:09:13,385동 6943호,드레스룸,전기,천장,드레스룸 전등 부착상태가 좋지 않습니다.,-
2019-08-16 07:10:04,218동 6246호,대피공간,전기,천장,대피공간 전등 부착상태 불량 및 파손,-
2019-02-24 16:00:02,823동 5767호,다용도실,설비,천장,다용도실 스프링클러 미설치,-
2021-04-29 16:24:28,745동 4699호,전열교환실,건축,,전열교환기실 문열고 닫을 때 소리가 남,-
2021-06-28 08:44:52,920동 2294호,주방,설비,,환기후드 환기가 잘 안됨,-
2018-12-14 20:03:38,738동 2165호,거실,건축,벽,거실 벽이 부분 부분 검정색으로 오염되어 있음.,-
2018-07-16 06:32:12,432동 4381호,거실,건축,바닥,거실 바닥 여러군데 찍힘,-
2020-01-12 13:27:55,761동 6078호,다용도실,건축,,다용도실 결로로 인해 곰팡이 지속적으로 발생,-
2019-12-13 01:12:47,551동 6865호,화장실,설비,,화장실 샤워기 호스에서 물이 나옴,-
2020-04-11 15:28:15,137동 4027호,주방,건축,,주방 하부장 안쪽 시트지 마감이 심각하게 불량해요,-
2018-08-13 15:32:00,215동 9786호,침실,건축,,침실 창문 결로가 심해서 문틀에 항상 물이 고여있어요.,-
2021-11-23 01:44:39,927동 5772호,화장실,설비,,화장실 세면대 물이 잘 안빠지고 물의 수압도 매우 약함,-
2018-11-04 08:42:04,890동 9217호,화장실,전기,벽,화장실 콘센트 미고정,-
2020-12-31 07:25:31,854동 102호,주방,건축,,주방 발코니 문이 잘 안닫히고 열려요.,-
2018-02-05 07:01:13,171동 2392호,침실,설비,천장,침실 시스템 에어컨 간헐적 미작동,-
2022-08-21 21:14:03,497동 8065호,현관,건축,,현관문 패킹 불량,-
2021-10-17 02:06:34,804동 8905호,현관,건축,,신발장 안에 선반이 제대로 조작되어 있지 않아요.,-
2018-06-16 16:09:10,396동 8045호,주방,설비,,씽크대 수전류 물 나오는 방식이 변환이 안돼요.,-
2020-04-22 11:48:12,885동 1917호,현관,건축,,현관문 고무 패킹이 고정되지 않고 잘 빠져요.,-
2020-12-18 09:16:45,587동 8556호,침실,건축,,침실 화장대 서랍이 닫히지 않고 자꾸 열려요,-
2018-04-12 03:33:43,892동 3605호,침실,건축,,침실 방문이 닫힘상태에서 손잡이를 사용하지 않아도 그냥 밀어서 열림,-
2021-12-22 16:50:58,791동 4350호,화장실,건축,,화장실 비누 놓는 선반이 없음,-
2019-10-25 04:10:18,713동 9550호,화장실,설비,,샤워부스 문 열 때 마다 끼익 소리가 남,-
2022-11-24 04:35:23,226동 5916호,현관,건축,,현관 전신거울 깨짐,-
2022-05-22 10:56:43,429동 3768호,대피공간,건축,,대피공간 도장상태 불량해서 변색되어 있음,-
2018-01-11 02:16:24,402동 8370호,주방,설비,,주방 환기후드 기름이 떨어지고 소리가 심각,-
2022-01-07 07:33:19,171동 5971호,전열교환실,건축,벽,전열교환기실 벽면에 오염물질이 있고 시멘트 마감 상태가 불량함,-
2022-08-21 21:14:03,497동 8065호,현관,건축,,현관문 패킹 불량,-
2020-02-10 00:02:48,932동 9116호,주망,건축,,주방 씽크대 처짐,-
2021-11-23 01:44:39,927동 5772호,화장실,설비,,화장실 세면대 물이 잘 안빠지고 물의 수압도 매우 약함,-
2018-03-16 10:19:21,749동 8321호,전열교환실,전기,벽,전열교환기실 스위치가 덜렁거림 고정 필요,-
2019-03-12 00:52:37,468동 7082호,침실,건축,,침실 방충망 찢어짐,-
2018-06-26 04:26:08,514동 6247호,주방,건축,,씽크대 하부장 문이 닫히지 않음,-
2018-02-17 04:52:05,717동 1095호,화장실,설비,,화장실에서 녹물이 나오고 악취가 나요,-
2022-08-31 10:25:24,320동 6686호,발코니,건축,,발코니 방충망 구멍,-
2021-01-19 15:33:53,526동 6067호,침실,건축,벽,침실 창문 밑 벽지에 오염이 심하게 되어있습니다.,-
2019-12-08 02:13:49,501동 6323호,현관,전기,,집 스마트 키 현관에 작동 안돼서 문 안열림,-
